appre_log,affir_log,assent_log,aggree_log,fillpause_log,laugh_log,yknow_log,idknow_log,conj,negate,posemo,negemo,insight,cause,discrep,certain,assent
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,0,0,0,1.386294361,0,0,0,7.46,1.49,4.48,0,2.99,5.97,1.49,1.49,0
0,0,0,0,1.386294361,0,0,0,7.14,7.14,2.38,2.38,7.14,2.38,4.76,0,0
0,0,0.693147181,0,1.098612289,0,0,0,10.61,4.55,9.09,0,3.03,4.55,0,1.52,3.03
0,0,0,0,0,0,0,0,7.5,2.50,2.5,2.5,0,2.5,0,0,7.5
0,0,0,0,0.693147181,0,0,0,5.88,8.82,0,0,8.82,0,0,0,0
0,0,1.098612289,0,0,0,0,0,6.45,6.45,6.45,0,3.23,0,0,0,9.68
0,0,0,0,0,0,0,0,14.29,7.14,14.29,0,7.14,0,0,7.14,7.14
0,0,0,0,1.098612289,0,0,0,14.04,1.75,7.02,1.75,1.75,8.77,3.51,0,0
0,0,0,0,1.098612289,0,0,0,7.92,3.96,4.95,0.99,2.97,0,6.93,1.98,1.98
0,0,0,0,0,0,0,0,5.41,0.00,0,0,5.41,0,5.41,5.41,2.7
0,0,1.098612289,0,1.098612289,0,0,0,4.94,2.47,2.47,1.23,2.47,1.23,2.47,2.47,3.7
0,0,0,0,0,0,0,0,12.4,1.55,2.33,0.78,3.88,1.55,2.33,0.78,0.78
0,0,0,0,0,0,0,0,9.91,2.70,4.5,0,5.41,0,0.9,4.5,1.8
0,0,0.693147181,0,0,0,0,0,4.17,0.00,4.17,0,20.83,0,0,4.17,8.33
0,0,0.693147181,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8.7,0.00,1.45,4.35,2.9,2.9,0,1.45,2.9
0,0,0,0,0,0,0,0,8.33,0.00,1.67,1.67,3.33,1.67,0.83,1.67,0.83
0,0,1.945910149,0,3.135494216,0,0,0,9.95,1.49,2.99,1,3.48,1,0,2.99,4.48
0,0,0.693147181,0,1.098612289,0,0,0,6.25,3.12,4.69,0,0,1.56,0,3.12,4.69
0,0,0,0,0,0.693147181,0,0,19.05,4.76,19.05,0,4.76,0,0,0,4.76
0,0,0.693147181,0,1.098612289,0,0,0.693147181,2.52,4.20,4.2,0,7.56,0,1.68,0,4.2
0,0,0,0,0,0,0,0,8.33,0.00,0,0,0,0,0,0,0
0,0,1.098612289,0,0,0,0,0,7.69,0.00,5.77,0,5.77,0,0,0,5.77
0,0.693147181,2.197224577,0,0,0,0,0,7.84,0.00,0,0,1.96,3.92,1.96,1.96,9.8
0,0.693147181,1.098612289,0,0,0,0,0,5.88,0.00,5.88,0,0,0,0,5.88,23.53
0,0,0,0,0,0,0,0,0,0.00,100,0,0,0,0,0,100
0,1.386294361,0.693147181,0,1.098612289,0,1.386294361,0,8.57,2.86,0,1.43,10,2.86,2.86,0,2.86
0,0.693147181,1.098612289,0,0.693147181,0,0,0,7.69,2.56,3.85,0,5.13,1.28,5.13,1.28,5.13
0,0.693147181,1.098612289,0,0.693147181,0.693147181,0,0,5.88,5.88,11.76,0,5.88,0,0,5.88,17.65
0,0.693147181,0.693147181,0,0,0,0,0,0,0.00,0,0,0,0,0,0,50
0,0.693147181,0.693147181,0,1.386294361,0,0.693147181,0,8.54,1.22,6.71,2.44,4.88,0.61,2.44,0.61,2.44
0,2.302585093,2.302585093,0,1.609437912,0,0,0,5.71,0.00,4.29,0,2.86,0,1.43,2.86,10
0,0,0,0,0,0,0.693147181,0,8.06,3.23,0,1.61,6.45,3.23,4.84,1.61,1.61
0,0,0,0,0,0,1.386294361,0,5.26,5.26,0,0,14.04,0,0,1.75,3.51
0,0,0.693147181,0,0,0,0,0,6.25,6.25,2.08,0,4.17,0,0,6.25,4.17
0,0,0,0,0,0,0,0,5.13,7.69,2.56,2.56,7.69,0,0,0,0
0,0,0,0,0,0,0,0,9.09,0.00,2.27,0,2.27,0,11.36,2.27,0
0,0,0,0,0,0,0,0,2.78,2.78,8.33,2.78,8.33,0,0,0,0
0,0,0,0,0,0,0,0,16.22,0.00,8.11,5.41,5.41,2.7,0,0,2.7
0,0.693147181,0.693147181,0,1.386294361,0,0,0,13.27,2.04,5.1,0,4.08,0,0,0,4.08
0,0,1.609437912,0,1.098612289,0,0,0,11.11,1.59,0.79,0.79,1.59,0.79,0.79,0.79,2.38
0,1.386294361,1.945910149,0,0.693147181,0,0,0,0,0.00,7.14,0,7.14,0,0,0,35.71
0,0,0,0,0.693147181,0,0,0,8.91,2.83,2.02,0.81,4.05,2.83,2.83,1.62,0
0,1.386294361,1.386294361,0,0.693147181,0,0,0,0,0.00,6.67,0,0,0,0,0,20
0,0,0,0,0.693147181,0,0,0,8.54,1.51,2.01,2.01,2.51,1.01,1.51,1.01,0.5
0,0,0,0,0.693147181,0,0,0,7.76,0.86,5.17,2.59,3.45,0.86,0.86,0.86,0
0,0,0,0,0,0,0,0,11.11,2.22,2.22,4.44,2.22,0,6.67,0,0
0,0,0.693147181,0,0.693147181,0,0,0,15.28,2.78,1.39,0,8.33,1.39,1.39,4.17,2.78
0,0,0,0,0,0,0,0,12.73,1.82,0,0,9.09,7.27,1.82,1.82,0
0,0,1.609437912,0,0.693147181,0,0,0,3.33,1.67,5,1.67,8.33,5,1.67,0,8.33
0,1.098612289,0,0,1.609437912,0,0,0,0,6.25,6.25,6.25,6.25,6.25,0,0,0
0,0,0,0,0,0,0,0,3.68,1.47,5.15,0.74,5.15,0.74,0,2.21,0.74
0,0,0.693147181,0,0,0,0,0,0,0.00,8.33,0,8.33,0,8.33,0,16.67
0,0,1.098612289,0,0.693147181,0,0,0,3.23,0.81,3.23,0.81,7.26,0,6.45,0.81,1.61
0,0,1.098612289,0,0,0,0,0,0,0.00,0,0,14.29,0,0,0,28.57
0,0,0,0,0,0,0,0,6.67,1.67,3.33,0,6.67,0,8.33,0,0
0,0,0,0,0,0,0,0,0,0.00,66.67,0,0,0,0,0,66.67
0,0,0,0,0,0,0,0,16.67,0.00,8.33,2.08,4.17,0,2.08,4.17,0
0,0,0,0,1.609437912,0,0,0,3.41,2.27,2.27,1.14,10.23,2.27,0,0,0
0,0,0,0,0,0.693147181,0,0,17.24,0.00,10.34,0,6.9,3.45,3.45,3.45,0
0,0,0,0,0,0,0,0,12.96,1.85,3.7,1.85,7.41,1.85,1.85,0,0
0,0,0,0,0,0,0,0,6.86,0.98,2.94,0,5.88,1.96,0,2.94,0
0,0,0.693147181,0,1.386294361,0,0,0,9.76,3.25,4.07,0.81,3.25,0.81,1.63,1.63,0.81
0,0,0,0,0,0,0,0,3.23,3.23,3.23,0,9.68,0,0,0,0
0,0,0,0,1.098612289,0,0,0,7.63,0.76,3.82,1.53,4.58,0,3.82,2.29,0
0,0,0,0,1.098612289,0,0,0,6.76,4.05,4.05,0,6.76,1.35,1.35,1.35,1.35
0,1.609437912,0.693147181,0.693147181,1.098612289,0,0,0,8.38,1.68,4.47,0,2.23,2.23,3.35,0.56,3.35
0,0,0,0,0,0,0,0,14.29,1.30,6.49,2.6,3.9,0,2.6,2.6,0
0.693147181,0,0.693147181,0,0.693147181,0.693147181,0,0,10.39,0.00,10.39,6.49,7.79,1.3,0,0,1.3
0,0,0,0,0,0,0,0,0,0.00,50,0,0,0,0,50,50
0,0,0,0,0,0,0,0,5.88,1.47,7.35,0,2.94,0,4.41,1.47,1.47
0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0
0,0,0,0,1.098612289,0,1.098612289,0,7.41,4.04,2.02,0,3.7,2.02,3.37,1.01,2.02
0,1.098612289,1.609437912,0,0,0,0,0,11.11,0.00,16.67,0,5.56,0,0,0,27.78
0,0,0,0,0,0,0,0,10,0.00,20,0,10,10,0,0,10
0,2.079441542,1.098612289,0,1.386294361,0,0,0,8.22,1.37,6.85,1.37,2.74,4.11,1.37,5.48,1.37
0,0,0,0,0,0,0,0,6.25,4.17,6.25,0,4.17,4.17,4.17,0,2.08
0,0.693147181,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0
0,1.609437912,0.693147181,0,0,0,0,0,0,0.00,0,0,8.33,0,0,0,33.33
0,0,0.693147181,0,0,0,0,0,0,0.00,0,0,0,0,0,33.33,0
0,0,0,0,1.386294361,0,0,0,6.67,1.33,1.33,2.67,8,2.67,0,4,1.33
0,0,0,0,1.609437912,0,0,0,8.54,0.00,0,0,0,3.66,1.22,0,1.22
0,0,0,0.693147181,1.098612289,0,0,0,9.09,5.05,5.05,1.01,4.04,4.04,3.03,3.03,2.02
0,0,0,0,0.693147181,0.693147181,0,0,15.85,3.66,3.66,3.66,6.1,1.22,6.1,3.66,1.22
0,0,1.098612289,0,0,0,0,0,7.95,6.82,1.14,0,7.95,0,4.55,1.14,2.27
0,0,0,0,0,0,0,0,11.54,3.85,7.69,0,7.69,0,0,3.85,7.69
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,33.33,33.33
0,0,0.693147181,0,0,0.693147181,0,0,0,5.26,13.16,0,2.63,0,10.53,2.63,13.16
0,0,0,0,0,0,0,0,11.11,2.22,4.44,0,6.67,4.44,2.22,2.22,0
0,0,0,0,1.386294361,0,0,0,8.47,2.82,4.52,0,4.52,3.39,2.26,2.82,0.56
0,0,0.693147181,0,0,0,0,0,0,0.00,25,0,0,0,0,0,50
0,0,0.693147181,0,0,0,0,0,10.68,0.00,8.74,2.91,2.91,0,5.83,2.91,3.88
0,0,0,0,0,0,0,0,9.41,0.00,1.18,2.35,3.53,3.53,3.53,0,0
0,1.098612289,1.098612289,0,1.098612289,0,0,0,9.72,4.17,2.78,0,2.78,2.78,4.17,0,8.33
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,33.33
0,0,0,0,0,0,0,0,14.29,0.00,28.57,0,0,0,0,0,0
0,0.693147181,0,0,0.693147181,0,0,0,3.85,15.38,7.69,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,20
0,0,0,0,2.302585093,0,1.791759469,0,12.64,3.97,2.53,0,6.5,5.42,2.53,1.08,0.72
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,1.098612289,0,0,0.693147181,0,0,0,6.25,0.00,3.91,1.56,5.47,1.56,1.56,2.34,2.34
0,0,0,0,0,0,0,0,0,20.00,40,0,0,0,0,0,20
0,0,0,0,0,0,0,0,0,0.00,25,0,0,0,0,0,25
0,1.386294361,0,0,1.609437912,0,0,0,7.76,3.45,1.72,3.45,2.59,0,4.31,6.9,4.31
0,0,0,0,1.791759469,0,0,0,8.91,3.96,0,0.99,2.97,0.99,0,1.98,0
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,0,0.693147181,0,0,0,0,0,10.87,3.26,3.26,4.35,6.52,2.17,5.43,1.09,3.26
0,0,0.693147181,0,0,0,0,0,0,0.00,0,0,0,0,0,0,33.33
0,0,0,0,0,0,0,0,0,0.00,50,0,0,0,0,0,50
0,0.693147181,1.098612289,0,0,0.693147181,0,0.693147181,1.79,5.36,5.36,0,5.36,3.57,0,1.79,10.71
0,0.693147181,1.098612289,0,0,0,0,0,3.57,3.57,10.71,3.57,3.57,0,7.14,7.14,14.29
0,0.693147181,0.693147181,0,0,0,0,0,16.67,8.33,0,8.33,0,0,8.33,0,33.33
0,0,0,0,0,0,0,0,7.69,0.00,0,0,15.38,7.69,0,0,0
0,0,0,0,0,0,0,0,14.29,14.29,7.14,7.14,0,0,7.14,0,0
0,0.693147181,0,0,0,0,0,0,0,0.00,27.27,0,9.09,0,0,0,18.18
0,1.945910149,0,0,0,0,0,0,9.47,0.70,2.11,4.91,5.26,2.11,3.51,1.05,2.81
0,0,0,0,0,0,0,0,9.09,0.00,0,0,9.09,9.09,9.09,0,9.09
0,0,0,0,0,0,0,0,0,4.55,9.09,0,0,4.55,4.55,4.55,4.55
0,1.791759469,1.098612289,0,0,0,0,0,0,8.33,4.17,0,4.17,0,0,4.17,33.33
0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
0,0.693147181,0,0,2.302585093,0.693147181,0,0,5.5,2.50,6.5,0.5,7,1.5,2.5,1,1
0,0,1.098612289,0,0,0,0,0,0,0.00,3.57,0,7.14,0,3.57,0,10.71
0,1.098612289,0,0,0,0,0,0,0,0.00,12.9,6.45,3.23,0,6.45,3.23,9.68
0,0,0,0,0.693147181,0,0,0,7.58,3.03,10.61,3.03,1.52,3.03,3.03,7.58,1.52
0,0,0,0,0,0,0,0,5.41,2.70,2.7,0,8.11,0,0,2.7,0
0,0,0,0,0,0,0,0,2.86,0.00,0,2.86,5.71,0,0,0,5.71
0,0,0.693147181,0,0,0,0,0,9.73,0.00,2.65,0.88,1.77,5.31,4.42,5.31,0.88
0,0,0,0,1.791759469,0,0,0,6.08,2.70,3.38,1.35,4.05,2.03,1.35,2.03,0
